May Catering,166 WISCONSIN ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76543387,-122.4001982,Mo-Fr:2PM-3PM
"Off the Grid Services, LLC",250 04TH ST,APPROVED,everything except for hot dogs,37.78236012,-122.402096,Mo/We:10AM-4PM
Roadside Rotisserie Corporation / Country Grill,225 BATTERY ST,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,37.79344653,-122.4003437,Mo/We/Fr:9AM-3PM
Natan's Catering,950 HARRISON ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.77838862,-122.4031918,
"Santana ESG, Inc.",200 SHOTWELL ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,37.76474535,-122.4165621,Sa-Su:10AM-6PM;Mo-Fr:10AM-10PM
May Catering,3050 23RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75447643,-122.4128554,Mo-Fr:12PM-1PM
May Catering,301 BERRY ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77433767,-122.3940533,Mo-Fr:10AM-11AM
Natan's Catering,600 16TH ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76746629,-122.3908603,
Natan's Catering,2045 EVANS AVE,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74777209,-122.3970317,
Two G's Catering,840 BRANNAN ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77256169,-122.404474,Mo-Fr:8AM-9AM
Mike's Catering,435 23RD ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.75503073,-122.3845307,Mo-Fr:9AM-10AM
Two G's Catering,71 WILLIAMS AVE,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.72922334,-122.3946131,Mo-Fr:9AM-10AM
Natan's Catering,Assessors Block 7295/Lot022,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.73000368,-122.4781863,
Mike's Catering,Assessors Block 8722/Lot005,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.76964003,-122.3862367,Mo/Mo/Mo/Mo/Mo:7AM-8AM/9AM-11AM;Su/Su/Su/Su/Su:9AM-2PM;Sa/Sa/Sa/Sa/Sa:9AM-3PM;Mo/Mo/Mo/Mo/Mo:11AM-1
May Catering,800 JAMESTOWN AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.716443,-122.3899379,Mo-Su:9AM-10AM
Mike's Catering,860 BROADWAY,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.79757899,-122.4114399,Mo/Tu/We/Th/Fr:7AM-8AM;Mo/Mo/Tu/Tu/We:9AM-11AM;Su:9AM-2PM;Sa:9AM-3PM;Mo/Mo/Tu/Tu/We:11AM-1PM;Mo-Fr:
May Catering,501 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76291431,-122.4089512,Mo-Fr:10AM-11AM/12PM-1PM/2PM-3PM
Two G's Catering,435 CHINA BASIN ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,0,0,Mo-Su:9AM-10AM
Two G's Catering,1150 25TH ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.75313904,-122.3902468,Mo-Fr:8AM-9AM
"Off the Grid Services, LLC",185 BERRY ST,APPROVED,everything except for hot dogs,37.77632715,-122.3917968,Su:10AM-6PM
Natan's Catering,Assessors Block 8722/Lot003,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76743302,-122.3921491,
Munch A Bunch,2222 17TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76521595,-122.406007,Mo-Fr:5AM-6AM
Hiyaaa,200 LARKIN ST,APPROVED,Korean Fried Chicken,37.78021548,-122.4160258,We/Th:9AM-3PM
Linda's Catering,290 TOWNSEND ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.77775522,-122.3948078,Mo-Fr:10AM-3PM
Natan's Catering,2101 03RD ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,0,0,
Mike's Catering,1575 INDIANA ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.75084961,-122.3900276,Mo-Fr:7AM-9AM
Eva's Catering,1100 ORTEGA ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75266052,-122.4754735,Mo-Fr:8AM-10AM
Natan's Catering,Assessors Block 4315/Lot03008,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,0,0,
Yummy Hot Dogs,945 MARKET ST,APPROVED,Hot dogs: pretzels: chips: juices and cold drinks,37.78283416,-122.4088379,Mo/We/Fr:10AM-7PM
"Off the Grid Services, LLC",90 BROADWAY,APPROVED,everything except for hot dogs,37.79926011,-122.3996179,Mo/We/Fr:10AM-3PM
Eva's Catering,1900 19TH AVE,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75212416,-122.4758723,Sa:8AM-10AM
Scotch Bonnet,115 SANSOME ST,APPROVED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.79142654,-122.4010379,Fr:6AM-8PM
"Casey's Pizza, LLC",100 SPEAR ST,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.79215055,-122.394,Tu/Th:9AM-3PM
Eva's Catering,530 05TH ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.77687639,-122.4002596,Mo-Fr:4AM-5AM
"Casey's Pizza, LLC",231 SANSOME ST,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.7926094,-122.4013149,Mo/We:10AM-2PM
Natan's Catering,3201 03RD ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74844534,-122.386879,
May Catering,2000 FOLSOM ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76502716,-122.4155078,Mo-Fr:10AM-11AM
May Catering,Assessors Block 8711/Lot023,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77407484,-122.3906685,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM
Natan's Catering,Assessors Block 8722/Lot001,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76799555,-122.3875494,
Natan's Catering,1140 07TH ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76824939,-122.3984307,
Eva's Catering,630 BRANNAN ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.77609875,-122.4002872,Mo-Fr:5AM-7AM
Two G's Catering,555 MISSION ROCK ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,0,0,Mo-Su:10AM-11AM
May Catering,100 POTRERO AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76807589,-122.4082896,Mo-Fr:2PM-3PM
Natan's Catering,66 POTRERO AVE,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76854329,-122.4084929,
Linda's Catering,1219 07TH AVE,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.76549699,-122.4645976,Sa-Su:9AM-5PM
Mike's Catering,Assessors Block 8720/Lot009,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.77215224,-122.387743,Mo/Mo/Mo/Mo/Mo:7AM-8AM/9AM-11AM;Su/Su/Su/Su/Su:9AM-2PM;Sa/Sa/Sa/Sa/Sa:9AM-3PM;Mo/Mo/Mo/Mo/Mo:11AM-1
"Off the Grid Services, LLC",340 BRANNAN ST,APPROVED,Everything,37.78126469,-122.393229,Tu/Th:8AM-3PM
Two G's Catering,950 BRYANT ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77361098,-122.4059584,Mo-Fr:8AM-9AM
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",251 GEARY ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78717629,-122.4073981,Mo-Su:6AM-12AM
"Casey's Pizza, LLC",368 FELL ST,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.77604871,-122.4239392,Su:12PM-8PM;Fr:3PM-8PM;Sa:4PM-8PM
Natan's Catering,888 MARIN ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74945833,-122.3850813,
"Bay Area Dots, LLC",900 BEACH ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.80774329,-122.4241499,Mo-Su:6AM-12AM
May Catering,350 MISSION ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.79088546,-122.3966859,Mo-Fr:6PM-7PM
CARDONA'S FOOD TRUCK,1800 MISSION ST,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,37.76781718,-122.4205753,Tu/We/Th:8AM-5PM
May Catering,1059 EVANS AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.73657218,-122.3782097,Mo-Fr:10AM-11AM
May Catering,1300 BRYANT ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76908713,-122.4115277,Mo-Fr:3PM-4PM
May Catering,2 ULLOA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74563668,-122.4542332,Mo-Su:9AM-10AM
May Catering,3251 26TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74876215,-122.4143268,Mo-Fr:11AM-12PM
Munch A Bunch,1850 MISSION ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76734767,-122.4204766,Sa-Su:8AM-4PM
Roadside Rotisserie Corporation / Country Grill,90 BROADWAY,APPROVED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,37.79926011,-122.3996179,Mo/We/Fr:10AM-2PM
Mike's Catering,1310 MINNESOTA ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7536999,-122.3900683,Mo-Fr:10AM-11AM/1PM-2PM
May Catering,720 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75982584,-122.4092029,Mo-Fr:10AM-11AM
Natan's Catering,Assessors Block 5369/Lot003,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.73811777,-122.4044185,
May Catering,2500 16TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76582045,-122.4119684,Mo-Fr:12PM-1PM
May Catering,1075 LE CONTE AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71878808,-122.398106,Mo-Fr:10AM-11AM
Two G's Catering,945 BRYANT ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77309408,-122.4051459,Mo-Fr:8AM-9AM
May Catering,Assessors Block 4347a/Lot004,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74784315,-122.3945752,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM
Natan's Catering,555 MISSOURI ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75930377,-122.3959022,
May Catering,2501 CESAR CHAVEZ ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74897924,-122.4024092,Mo-Fr:9AM-10AM/12PM-1PM
Eva's Catering,2600 INGALLS ST,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,37.72262922,-122.3900618,Mo/We/Fr:10AM-2PM
Natan's Catering,Assessors Block 4227/Lot012,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75315511,-122.3911742,
"Santana ESG, Inc.",1 SANSOME ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,37.79048515,-122.4009404,Mo-Fr:11AM-3PM
Tacos El Flaco,2901 03RD ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,37.75240499,-122.3870002,Mo/Tu/We/Th/Fr:7AM-6PM
May Catering,600 ILLINOIS ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76416013,-122.3881423,Mo-Fr:9AM-10AM
Natan's Catering,Assessors Block 3941/Lot001,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76474132,-122.3871248,
Two G's Catering,599 08TH ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77186823,-122.4056576,Mo-Fr:12PM-2PM
"Santana ESG, Inc.",2598 HARRISON ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,0,0,Mo-Su:9AM-10PM
Two G's Catering,Assessors Block 8720/Lot008,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77115804,-122.3869313,Mo-Su:10AM-11AM
Natan's Catering,146 CONNECTICUT ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7644473,-122.3979874,
Roadside Rotisserie Corporation / Country Grill,451 MONTGOMERY ST,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,37.79357693,-122.4032299,Mo/We/Fr:9AM-3PM
May Catering,2150 HARRISON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,Mo-Fr:12PM-1PM
Linda's Catering,617 BRYANT ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.77905111,-122.3983039,Mo/Tu/Th/Fr:8AM-9AM/10AM-11AM
Roadside Rotisserie Corporation / Country Grill,1 POST ST,APPROVED,Rotisserie chicken: pork loin: ribs: chicken salad wrap: potatoes: roasted seasonal vegetables kale salad: beverages.,37.78877872,-122.4025746,Tu/Th/Fr:6PM-8PM
Faith Sandwich,560 MISSION ST,APPROVED,Vietnamese sandwiches: various meat rice plates & bowls: vermicelli: spring rolls: sticky rice: Vietnamese Goi: pho: noodles: coffee:  various flavored tea : various soda and juices: water,37.78886472,-122.3993594,Mo-Fr:8AM-3PM
Natan's Catering,Assessors Block 4046/Lot001,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76200846,-122.3854418,
"Casey's Pizza, LLC",1 POST ST,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.78877872,-122.4025746,Sa:12PM-4PM;Tu/We/Th:3PM-8PM
Munch A Bunch,400 PARNASSUS AVE,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76386403,-122.4583917,Mo-Fr:7AM-8AM
Eva's Catering,1199 ORTEGA ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.78350912,-122.4900712,Sa:8AM-10AM
Natan's Catering,Assessors Block 4241/Lot002,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75334,-122.3841284,
Mike's Catering,Assessors Block 4228/Lot080,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.75367998,-122.3904145,Mo/Mo/Mo/Mo/Mo:7AM-8AM/9AM-11AM;Su/Su/Su/Su/Su:9AM-2PM;Sa/Sa/Sa/Sa/Sa:9AM-3PM;Mo/Mo/Mo/Mo/Mo:11AM-1
Roadside Rotisserie Corporation / Country Grill,333 BRANNAN ST,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,37.780918,-122.392417,Mo/Tu/Th:9AM-6PM
May Catering,1322 04TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76387076,-122.4606006,Mo-Fr:9AM-10AM
Natan's Catering,50 QUINT ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74647051,-122.3889908,
"Off the Grid Services, LLC",670 05TH ST,APPROVED,Everything,37.77558908,-122.3979769,Mo/We/Fr:8AM-3PM
May Catering,2300 CESAR CHAVEZ ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74994529,-122.4004209,Mo-Fr:1PM-2PM
May Catering,3000 23RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,Mo-Fr:9AM-10AM
May Catering,Assessors Block 8710/Lot003,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7706454,-122.3934769,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM
May Catering,Assessors Block /Lot,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM
Natan's Catering,Assessors Block 4103/Lot023A,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7583034,-122.3935141,
Let's Be Frank,404 OCTAVIA ST,APPROVED,Hot dogs and chili,37.77603906,-122.4241756,Fr:11AM-5PM
Yummy Hot Dogs,954 MARKET ST,APPROVED,Hot dogs: pretzels: chips: juices and cold drinks,37.78317542,-122.4095683,Tu/Th/Sa:10AM-7PM
JapaCurry,217 SANSOME ST,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,37.79238986,-122.4012697,Mo/Tu/Fr:11AM-2PM
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",870 MARKET ST,APPROVED,Soft pretzels: hot dogs: sausages: chips: popcorn: soda: espresso: cappucino: pastry: ica cream: ices: italian sausage: shish-ka-bob: churros: juice: water: various drinks,37.78511092,-122.4074227,Mo-Su:6AM-9PM
Munch A Bunch,1144 LARKIN ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.78852758,-122.4183137,Mo-Fr:10AM-11AM
Natan's Catering,Assessors Block 4281a/Lot012A,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75076077,-122.4015403,
May Catering,2525 MARIN ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74761607,-122.401977,Mo-Fr:7AM-8AM
Natan's Catering,1580 BURKE AVE,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74475219,-122.3856792,
Mike's Catering,435 CHINA BASIN ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,0,0,Mo-Fr:11AM-1PM
May Catering,501 ALABAMA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76247682,-122.411819,Mo-Fr:10AM-11AM
CARDONA'S FOOD TRUCK,1888 MISSION ST,APPROVED,Tacos: Burritos: Quesadillas: Various Drinks,37.7668976,-122.4203225,Sa-Su:8AM-5PM
May Catering,2090 EVANS AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74795496,-122.3957974,Mo-Fr:3PM-4PM
JapaCurry,602 MISSION ST,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,37.78797328,-122.400185,We/Th:10AM-2PM
Munch A Bunch,365 FULTON ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.7784936,-122.4229547,Mo-Fr:10AM-11AM
Linda's Catering,501 02ND ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.7831711,-122.392901,Mo-Fr:10AM-12PM
May Catering,620 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76157185,-122.4094447,Mo-Fr:9AM-10AM
Natan's Catering,Assessors Block 5598/Lot031,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74030387,-122.4060597,
May Catering,2800 03RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75371742,-122.388359,Mo-Fr:11AM-12PM
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",100 GEARY ST,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.78791423,-122.4052705,Mo-Su:6AM-12AM
Mike's Catering,409 ILLINOIS ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,0,0,Mo-Fr:11AM-1PM
May Catering,2270 JERROLD AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74610445,-122.4003618,Mo-Fr:8AM-9AM
May Catering,1000 ILLINOIS ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75924592,-122.3879174,Mo-Fr:8AM-9AM
Natan's Catering,Assessors Block 5216/Lot030,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74540643,-122.3900812,
Natan's Catering,3040 HARRISON ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74884806,-122.412619,
Two G's Catering,1799 03RD ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.76799555,-122.3875494,Mo-Fr:6AM-7AM
May Catering,180 NAPOLEON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74758628,-122.3988657,Mo-Fr:9AM-10AM/11AM-12PM/2PM-3PM
Tacos El Ojo De Agua,551 03RD ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Salads: Soup: Fruits: Juices: Soda: Water,37.78064721,-122.3946292,Mo-Fr:9AM-4PM
May Catering,900 MINNESOTA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0,Mo-Fr:8AM-9AM/2PM-3PM
Two G's Catering,975 INDIANA ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.75816994,-122.3909006,Mo-Fr:8AM-9AM
May Catering,185 BERRY ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77632715,-122.3917968,Mo-Fr:6PM-7PM
Hiyaaa,111 BATTERY ST,APPROVED,Korean Fried Chicken,37.79236679,-122.4001483,Tu/Fr:9AM-3PM
May Catering,2400 CESAR CHAVEZ ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74991647,-122.4011301,Mo-Fr:6AM-7AM
Natan's Catering,350 KANSAS ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76537067,-122.4039078,
